article_url,page_title,pv_90d,uu_90d,sessions_90d,avg_engagement_sec,first_seen_date,last_seen_date,days_since_first_pv,judgment_label
https://m.firekids.jp/xxl_5054_0140_01s_pr_cmjn/,ブランパンがブラックセラミック製の新作『バチスカーフ コンプリートカレンダー ムーンフェイズ』を発表 – FIREKIDS MAGAZINE,4,2,4,,2026-04-16,2026-04-20,21,D: 非公開候補
https://m.firekids.jp/sub11/,タグ・ホイヤーが新作『アクアレーサー プロフェッショナル300』デイトとGMTの2種類を発表 – FIREKIDS MAGAZINE,4,2,4,,2026-04-16,2026-04-20,21,D: 非公開候補
https://m.firekids.jp/stacked-from-9-images-methodb-r8s4/,オメガ2024新作、パリ五輪カラーを纏った『スピードマスター クロノスコープ』を発表 – FIREKIDS MAGAZINE,4,2,4,,2026-04-16,2026-04-20,21,D: 非公開候補
https://m.firekids.jp/main-7/,ロンジン スピリット『フライバック』と『Zulu Time』に待望の新作が登場 – FIREKIDS MAGAZINE,4,2,4,,2026-04-14,2026-04-20,23,D: 非公開候補
https://m.firekids.jp/00/8544/,シチズン クリスタルセブン・レオパール解説｜カットガラスとカラーダイヤルの国産自動巻き – FIREKIDS MAGAZINE,6,2,4,,2026-05-06,2026-05-06,1,D: 非公開候補
https://m.firekids.jp/37/1627/,ヴィンテージドレスウォッチで淑女の魅力を高める – FIREKIDS MAGAZINE,6,3,4,,2026-03-14,2026-04-16,54,D: 非公開候補
https://m.firekids.jp/00/8543/,ジャガー・ルクルト ヴィンテージ キャリバー 一覧｜1940〜80年代の主要Cal.を解説 – FIREKIDS MAGAZINE,6,3,5,,2026-05-06,2026-05-06,1,D: 非公開候補
https://m.firekids.jp/00/1067/,ムーブメントとの組み合わせを愉しめるのも、アンティークウォッチならでは – FIREKIDS MAGAZINE,6,3,5,,2026-04-16,2026-05-01,21,D: 非公開候補
https://m.firekids.jp/00/725/,【インスタグラム・ライブ掲載13】2022.7.27　アンティークウォッチの悪いところを語るセッション。欠点も愛おしくなるのが、アンティーク好き！ – FIREKIDS MAGAZINE,6,3,5,,2026-02-27,2026-04-15,69,D: 非公開候補
https://m.firekids.jp/00/3953/,ベーシックなブラック無地タイプのダウンベストにマッチする時計 – FIREKIDS MAGAZINE,8,4,4,,2026-03-01,2026-04-30,67,D: 非公開候補
https://m.firekids.jp/00/4888/,「ブレゲ ブティック銀座」がリニューアルオープン。『マリーン』より日本限定2モデルが各25本登場 – FIREKIDS MAGAZINE,8,4,5,,2026-02-16,2026-04-29,80,D: 非公開候補
https://m.firekids.jp/00/6322/,シチズンの人気モデル『シリーズ エイト』の新作はGMT機能付きのゴールドカラー – FIREKIDS MAGAZINE,8,4,5,,2026-02-10,2026-04-15,86,D: 非公開候補
https://m.firekids.jp/00/7247/,父の日に“今さら時計？”それでもヴィンテージが選ばれる理由 – FIREKIDS MAGAZINE,8,4,6,,2026-02-16,2026-04-16,80,D: 非公開候補
https://m.firekids.jp/00/3619/,【オメガ】2023年下半期PV数の多かった人気時計ランキング！ – FIREKIDS MAGAZINE,8,4,6,,2026-02-23,2026-04-01,73,D: 非公開候補
https://m.firekids.jp/00/785/,【インスタグラム・ライブ掲載8　2022.7.3　もっとも資産価値の高いブランド、ロレックスを50本以上在庫する、ファイアーキッズならではのオススメ3本！ – FIREKIDS MAGAZINE,8,3,7,,2026-03-04,2026-04-30,64,D: 非公開候補
https://m.firekids.jp/00/3940/,ロレックスを定価で買うことはできる？購入のための５つのポイント – FIREKIDS MAGAZINE,8,4,8,,2026-02-27,2026-04-15,69,D: 非公開候補
https://m.firekids.jp/00/1637/,ヴィンテージウォッチとカジュアルスタイルの完璧な組み合わせ＜レディス編＞ – FIREKIDS MAGAZINE,8,4,8,,2026-03-02,2026-04-16,66,D: 非公開候補
https://m.firekids.jp/00/4016/,ブライトリングより気球の一部を使用した『エアロスペース B70 オービター』記念モデルが登場 – FIREKIDS MAGAZINE,8,4,8,,2026-03-02,2026-04-16,66,D: 非公開候補
https://m.firekids.jp/00/5737/,店舗がおすすめ。初めてでも失敗しないヴィンテージ腕時計の買い方 – FIREKIDS MAGAZINE,9,5,6,,2026-03-03,2026-05-06,65,D: 非公開候補
https://m.firekids.jp/00/734/,【インスタグラム・ライブ掲載12】2022.7.24　修理しやすく、長持ちする！時代背景、設計思想の違いが、アンティーク、ヴィンテージウォッチの魅力を形成している！ – FIREKIDS MAGAZINE,9,5,7,,2026-02-12,2026-04-17,84,D: 非公開候補
https://m.firekids.jp/00/1015/,戦車をモチーフにアールデコ調のデザインを施した斬新かつエレガントな腕時計、カルティエ『タンク』 – FIREKIDS MAGAZINE,10,5,6,,2026-02-15,2026-04-20,81,D: 非公開候補
https://m.firekids.jp/00/673/,【インスタグラム・ライブ掲載15】 2022.8.03　ヴィンテージ、アンティークウォッチのメンテナンス間隔は、1960年代以降の時計ならばオリンピックと覚えておこう！ – FIREKIDS MAGAZINE,10,5,7,,2026-02-20,2026-04-15,76,D: 非公開候補
https://m.firekids.jp/00/810/,【インスタグラム・ライブ掲載6】2022.6.29　40年代のユニバーサルジュネーブ『ユニコンパックス』は、機械が大きく、インダイヤルのバランスが抜群だ！ – FIREKIDS MAGAZINE,10,5,7,,2026-02-15,2026-05-06,81,D: 非公開候補
https://m.firekids.jp/00/1083/,コンディションの良いアンティークモデルが揃う、人気の『サブマリーナー』 – FIREKIDS MAGAZINE,10,5,7,,2026-02-13,2026-04-15,83,D: 非公開候補
https://m.firekids.jp/00/3205/,クリスマスプレゼントで女性に贈りたいヴィンテージ時計3選 – FIREKIDS MAGAZINE,10,5,7,,2026-02-21,2026-04-22,75,D: 非公開候補
https://m.firekids.jp/00/666/,連載企画【ロレックスについて5】松浦祐二郎　新店舗プロジェクトリーダー編　どんなスタイルでも、どんなキャラクターでも必ず似合うモデルがある。やっぱりスゴイ、ロレックスの完成度と多様性 – FIREKIDS MAGAZINE,10,5,7,,2026-02-14,2026-04-16,82,D: 非公開候補
https://m.firekids.jp/00/3396/,30万円以下の腕時計を詳細にレビュー！スタイルの中で時計を輝かせる – FIREKIDS MAGAZINE,10,5,8,,2026-02-23,2026-04-26,73,D: 非公開候補
https://m.firekids.jp/00/679/,連載企画【ロレックスについて4】中根啓太（管理部）編　ヴィンテージウォッチにおいて、最高の安心感、実用性を持っているのは、90年代のロレックスである – FIREKIDS MAGAZINE,10,5,8,,2026-02-09,2026-04-24,87,D: 非公開候補
https://m.firekids.jp/00/968/,【スタッフ対談 1】 気を使わず日常使いができる90年代のヴィンテージウォッチがオススメ！　藤井 翔（副店長）× 中根啓太（管理部） – FIREKIDS MAGAZINE,10,5,8,,2026-03-05,2026-04-15,63,D: 非公開候補
https://m.firekids.jp/00/4596/,タグ・ホイヤーが新作『アクアレーサー プロフェッショナル300』デイトとGMTの2種類を発表 – FIREKIDS MAGAZINE,12,5,6,,2026-02-14,2026-04-15,82,C: 統合候補
https://m.firekids.jp/00/3557/,【ロレックス】2023年下半期PV数の多かった人気時計ランキング！ – FIREKIDS MAGAZINE,12,5,7,,2026-02-11,2026-04-16,85,C: 統合候補
https://m.firekids.jp/00/3293/,【ロレックス】スポーツモデル以外で注目の3選 – FIREKIDS MAGAZINE,12,6,7,,2026-03-01,2026-04-23,67,C: 統合候補
https://m.firekids.jp/00/3831/,GS、ロレックス、ジラール・ペルゴ、白いレザースニーカーに合うのはどれだ？ – FIREKIDS MAGAZINE,12,6,8,0.0,2026-03-23,2026-04-19,45,C: 統合候補
https://m.firekids.jp/00/4367/,オメガ2024新作、パリ五輪カラーを纏った『スピードマスター クロノスコープ』を発表 – FIREKIDS MAGAZINE,12,6,11,,2026-02-06,2026-04-15,90,C: 統合候補
https://m.firekids.jp/00/6316/,名門ジラール・ペルゴのラグジュアリー・スポーツウォッチに2色のダイヤルカラーが加わった – FIREKIDS MAGAZINE,13,6,8,,2026-02-18,2026-04-14,78,C: 統合候補
https://m.firekids.jp/00/5769/,【オーナーインタビュー】ビンテージのセイコーダイバーは出会いを重ねることで手元に届いた – FIREKIDS MAGAZINE,14,6,7,,2026-02-27,2026-04-30,69,C: 統合候補
https://m.firekids.jp/00/2573/,初めてのロレックス、人気のレディースモデルと選び方 – FIREKIDS MAGAZINE,14,7,7,,2026-02-15,2026-05-03,81,C: 統合候補
https://m.firekids.jp/00/5480/,ヴァシュロン・コンスタンタンが「海水江崖」を表現したメティエ・ダール新作を発表 – FIREKIDS MAGAZINE,14,6,9,,2026-02-09,2026-04-22,87,C: 統合候補
https://m.firekids.jp/33/1529/,ヴィンテージ時計で楽しむ休日のリラックススタイル – FIREKIDS MAGAZINE,14,7,9,,2026-02-09,2026-04-16,87,C: 統合候補
https://m.firekids.jp/00/4753/,ブランパンがブラックセラミック製の新作『バチスカーフ コンプリートカレンダー ムーンフェイズ』を発表 – FIREKIDS MAGAZINE,16,5,8,,2026-02-22,2026-05-02,74,C: 統合候補
https://m.firekids.jp/00/4083/,腕時計はメンズのドレススタイルを深めていくために欠かせないアイテムだ – FIREKIDS MAGAZINE,16,8,10,,2026-02-28,2026-04-29,68,C: 統合候補
https://m.firekids.jp/00/6544/,パテック フィリップから四半世紀ぶりに誕生した新コレクションはスクエア型 – FIREKIDS MAGAZINE,16,8,10,,2026-02-23,2026-05-01,73,C: 統合候補
https://m.firekids.jp/00/2308/,70年代のアイコンウォッチを新素材と組み合わせ再解釈した新作『ティソ シデラル』 – FIREKIDS MAGAZINE,16,8,12,,2026-02-06,2026-05-06,90,C: 統合候補
https://m.firekids.jp/00/8526/,ロンジン ゴールドケース 1950-60年代ドレスウォッチ｜18K・14K・ゴールドフィルドの違いとCal.30L – FIREKIDS MAGAZINE,18,9,10,,2026-05-04,2026-05-06,3,C: 統合候補
https://m.firekids.jp/00/4020/,ブランパンがRG・チタンの新モデル『フィフティ ファゾムス オートマティック』を発表 – FIREKIDS MAGAZINE,18,8,12,,2026-02-08,2026-05-04,88,C: 統合候補
https://m.firekids.jp/00/6128/,予算30〜50万円。冬のボーナスで狙いたいロレックスなどおすすめヴィンテージ腕時計3選 – FIREKIDS MAGAZINE,18,9,14,,2026-02-14,2026-05-06,82,C: 統合候補
https://m.firekids.jp/00/628/,【スタッフ対談】野村一成（店長）×松浦祐二郎（新店舗プロジェクトリーダー）編　＃2　メンテナンスも含め、長く使うならアンティークウォッチという理由 – FIREKIDS MAGAZINE,18,8,15,,2026-02-16,2026-04-20,80,C: 統合候補
https://m.firekids.jp/00/883/,【インスタグラム・ライブ再掲載2】2022.6.8 無駄な機能がついている格好良さ。男が一度は憧れるパイロット気分になれる、ブライトリング『ナビタイマー』 – FIREKIDS MAGAZINE,19,9,11,,2026-02-10,2026-05-05,86,C: 統合候補
https://m.firekids.jp/00/2373/,フォトグラファー笹口悦民が描く深い世界観を込めた撮影環境 – FIREKIDS MAGAZINE,19,10,13,,2026-02-12,2026-04-30,84,C: 統合候補
https://m.firekids.jp/00/2593/,ビジネス時計とは？ビジネスマンに人気のブランド腕時計 – FIREKIDS MAGAZINE,20,9,10,,2026-02-10,2026-05-04,86,C: 統合候補
https://m.firekids.jp/00/6682/,クレドールにもあった！ジェンタデザインの復刻モデルに新色 – FIREKIDS MAGAZINE,20,10,11,,2026-02-22,2026-05-01,74,C: 統合候補
https://m.firekids.jp/00/8570/,カルティエとCal.78-1｜タンクやオーガニックウッドに搭載された手巻きムーブメントの魅力 – FIREKIDS MAGAZINE,20,9,12,,2026-05-05,2026-05-06,2,C: 統合候補
https://m.firekids.jp/00/5863/,【OMEGA】宇宙と海底探査を征する革新の170年 – FIREKIDS MAGAZINE,20,10,13,,2026-02-08,2026-04-15,88,C: 統合候補
https://m.firekids.jp/00/498/,【連載コラム：第5回ブライトリング『トップタイム』早世した友人が引き合わせてくれたブライトリングの知られざる名機　文＝名畑政治 – FIREKIDS MAGAZINE,20,9,13,,2026-02-22,2026-05-05,74,C: 統合候補
https://m.firekids.jp/00/3720/,チューダーかオメガか？もしくは？黒革の本格シューズに合わせたいウォッチとは？ – FIREKIDS MAGAZINE,20,10,13,,2026-02-15,2026-05-05,81,C: 統合候補
https://m.firekids.jp/58/1545/,ヴィンテージ時計でモダンに着崩す：カジュアル編 – FIREKIDS MAGAZINE,20,9,15,,2026-02-21,2026-04-26,75,C: 統合候補
https://m.firekids.jp/00/927/,【インスタグラム・ライブ再掲載1】2022.5.31　ロレックス『デイトジャスト』は、誰がつけても、どんな服装でつけても格好いいという、一番使いやすいモデルです。 – FIREKIDS MAGAZINE,21,11,14,,2026-02-24,2026-04-30,72,C: 統合候補
https://m.firekids.jp/00/4189/,伊勢丹新宿店 本館「オメガブティック」と「A.ランゲ&ゾーネ ブティック」がリニューアルオープン – FIREKIDS MAGAZINE,22,9,10,,2026-02-07,2026-04-27,89,C: 統合候補
https://m.firekids.jp/00/5871/,現行のロレックスは入手困難？時計選びに失敗しないためにやるべきこと – FIREKIDS MAGAZINE,22,11,12,,2026-02-14,2026-05-01,82,C: 統合候補
https://m.firekids.jp/00/849/,【インスタグラム・ライブ掲載4】2022.6.22　西ドイツ限定の『スピードマスター』は、一見ポルシェデザインのような、らしくないデザインのレアモデル – FIREKIDS MAGAZINE,22,10,13,,2026-02-10,2026-04-18,86,C: 統合候補
https://m.firekids.jp/00/4040/,【ロレックス、オメガ】２０代から楽しむ、ヴィンテージ時計の入門方法 – FIREKIDS MAGAZINE,22,10,13,,2026-02-13,2026-05-03,83,C: 統合候補
https://m.firekids.jp/00/8542/,ジャガー・ルクルト「マニュファクチュール」の実力｜IWCペラトン機構とムーブメント供給の系譜 – FIREKIDS MAGAZINE,22,9,13,,2026-05-06,2026-05-06,1,C: 統合候補
https://m.firekids.jp/00/5507/,世界で50本のみ。ブライトリングよりアイスグレーの日本限定モデルが登場 – FIREKIDS MAGAZINE,22,9,13,0.0,2026-02-28,2026-05-06,68,C: 統合候補
https://m.firekids.jp/52/1510/,ビジネススタイルに最適なヴィンテージ時計：ソフトテイラードに合うモデル – FIREKIDS MAGAZINE,22,10,13,0.0,2026-02-21,2026-04-27,75,C: 統合候補
https://m.firekids.jp/00/817/,【インスタグラム・ライブ掲載5】2022.6.26 腕時計を選ぶ時は、ショップで腕に乗せると合う合わないがよくわかる 出演＝野村一成（店長） – FIREKIDS MAGAZINE,22,9,14,,2026-02-26,2026-05-03,70,C: 統合候補
https://m.firekids.jp/00/2975/,【オメガ】レイルマスター、鉄道好きも魅了するその魅力とは？ – FIREKIDS MAGAZINE,22,10,14,,2026-02-07,2026-05-05,89,C: 統合候補
https://m.firekids.jp/00/4355/,パネライより300m防水の新作『サブマーシブル ルナ・ロッサ』が登場 – FIREKIDS MAGAZINE,22,11,15,,2026-02-13,2026-05-04,83,C: 統合候補
https://m.firekids.jp/00/3841/,ヴィンテージ好きスタッフ注目！これから仕入れを強化したい時計 – FIREKIDS MAGAZINE,22,10,15,,2026-02-14,2026-05-06,82,C: 統合候補
https://m.firekids.jp/00/6244/, 2ndウエムラダイバーなど“アウトドア”に合わせたいヴィンテージ腕時計3選 – FIREKIDS MAGAZINE,24,12,14,,2026-02-17,2026-05-03,79,C: 統合候補
https://m.firekids.jp/00/2015/,女性向け 一生使える時計の選び方とおすすめレディースブランド10選 – FIREKIDS MAGAZINE,24,12,14,,2026-02-06,2026-04-30,90,C: 統合候補
https://m.firekids.jp/00/424/,【オーナーインタビュー】 腕時計は投資の対象となったが、自分でつけたいと思わないものは買わない～ウォブ クリニック 中目黒 総院長 高瀬聡子 – FIREKIDS MAGAZINE,24,12,15,,2026-02-10,2026-05-03,86,C: 統合候補
https://m.firekids.jp/00/2785/,時計屋が本気で欲しがるヴィンテージウォッチ。ジャンルの異なる4本が集結 – FIREKIDS MAGAZINE,24,12,16,,2026-02-23,2026-05-03,73,C: 統合候補
https://m.firekids.jp/00/5471/,世界限定250本。The CITIZENより年差±5秒の新作モデルが登場 – FIREKIDS MAGAZINE,24,11,17,,2026-02-26,2026-05-02,70,C: 統合候補
https://m.firekids.jp/00/8541/,ジャガー・ルクルト Cal.K1071・K1072 解説｜ヴァシュロンやAPにも供給された名機の魅力 – FIREKIDS MAGAZINE,24,11,17,,2026-05-05,2026-05-06,2,C: 統合候補
https://m.firekids.jp/00/4450/,ファイアーキッズとの縁を感じる生まれ年のロレックス – FIREKIDS MAGAZINE,24,12,18,,2026-02-13,2026-04-20,83,C: 統合候補
https://m.firekids.jp/00/2864/,ドラゴンボールとヴィンテージ時計の共通点とキャラで連想される時計は？ – FIREKIDS MAGAZINE,24,12,19,,2026-02-11,2026-04-17,85,C: 統合候補
https://m.firekids.jp/00/4443/,20代にも似合うロレックス。最古のペットネームを持つ『エアキング』 – FIREKIDS MAGAZINE,24,11,20,,2026-02-09,2026-05-05,87,C: 統合候補
https://m.firekids.jp/00/4236/,ロレックスの価値は暴落しない？ロレックスが支持される二つの理由 – FIREKIDS MAGAZINE,25,13,15,,2026-02-24,2026-04-17,72,C: 統合候補
https://m.firekids.jp/00/8521/,ロンジン ダイバーズウォッチ 1960-70年代ヴィンテージ｜スキンダイバー・スーパーコンプレッサー解説 – FIREKIDS MAGAZINE,25,13,15,,2026-05-04,2026-05-06,3,C: 統合候補
https://m.firekids.jp/00/1055/,それまでのクロノグラフとはまったく発想の違うトレンディウォッチ、ブライトリング『トップタイム』 – FIREKIDS MAGAZINE,25,11,17,0.0,2026-02-12,2026-04-20,84,C: 統合候補
https://m.firekids.jp/00/5504/,タグ・ホイヤーとホディンキー3度目のコラボレーションで名作「シーファーラー」が復刻 – FIREKIDS MAGAZINE,25,13,17,,2026-02-07,2026-04-28,89,C: 統合候補
https://m.firekids.jp/00/4900/,ウブロより年に1度の特別モデル『クラシック・フュージョン エッセンシャル グレー』がオンライン限定で登場 – FIREKIDS MAGAZINE,25,13,17,,2026-02-13,2026-05-06,83,C: 統合候補
https://m.firekids.jp/00/557/,【インスタグラム・ライブ掲載17】2022.8.17　スーツを着た時にキマるアンティークウォッチの初級、中級、上級編は、総じて上品なデザインが特徴だ – FIREKIDS MAGAZINE,25,12,21,,2026-02-22,2026-04-21,74,C: 統合候補
https://m.firekids.jp/00/6358/,ジャガー・ルクルトの人気モデル『レベルソ』の最新トリビュート・クロノグラフ！ – FIREKIDS MAGAZINE,26,13,16,,2026-02-06,2026-05-06,90,C: 統合候補
https://m.firekids.jp/00/749/,【インスタグラム・ライブ掲載10】2022.7.17 機械式時計の駆動方式は、手巻きと自動巻き、どっちがいいの？に、答えはあるのか！ 出演＝野村一成（店長）藤井翔（副店長） – FIREKIDS MAGAZINE,26,12,17,,2026-02-09,2026-04-16,87,C: 統合候補
https://m.firekids.jp/00/4433/,５０代のかっこいい男性とは？時計でカッコ良さを演出する – FIREKIDS MAGAZINE,26,12,18,,2026-02-15,2026-05-06,81,C: 統合候補
https://m.firekids.jp/00/8539/,ハイビート（10振動）ムーブメントの魅力｜GS・ロンジン・ゼニスの1960年代競争史 – FIREKIDS MAGAZINE,26,12,22,,2026-05-05,2026-05-06,2,C: 統合候補
https://m.firekids.jp/00/4674/,あなたは何と呼びたい？中古時計とヴィンテージ時計の違いを語る！ – FIREKIDS MAGAZINE,27,14,16,,2026-02-06,2026-05-06,90,C: 統合候補
https://m.firekids.jp/00/7510/,「動かない」「壊れてる」でもOK。ヴィンテージ腕時計の査定でよくある3つの持ち込みパターンをQ&A解説 – FIREKIDS MAGAZINE,27,13,18,,2026-02-18,2026-05-01,78,C: 統合候補
https://m.firekids.jp/00/8505/,ブライトリング 初代クロノマット｜1940年代 軍用計算クロノグラフの原点 – FIREKIDS MAGAZINE,27,11,18,,2026-04-30,2026-05-05,7,C: 統合候補
https://m.firekids.jp/00/4181/,ティソが直営店を伊勢丹新宿店 本館にオープン。ウォッチケアキットを数量限定プレゼント – FIREKIDS MAGAZINE,28,12,14,,2026-02-07,2026-04-16,89,C: 統合候補
https://m.firekids.jp/00/5727/,ロレックスが時計産業に新風を吹き込んだ革新の物語 – FIREKIDS MAGAZINE,28,14,15,,2026-03-03,2026-05-06,65,C: 統合候補
https://m.firekids.jp/00/5549/,ロンジン スピリット『フライバック』と『Zulu Time』に待望の新作が登場 – FIREKIDS MAGAZINE,28,14,16,,2026-02-06,2026-05-01,90,C: 統合候補
https://m.firekids.jp/00/268/,継承されるクロノグラフの名機、ブライトリング「ナビタイマー」 – FIREKIDS MAGAZINE,28,14,16,,2026-02-06,2026-04-26,90,C: 統合候補
https://m.firekids.jp/00/1040/,まさに“シンプル・イズ・ベスト”なアンティーク『エアキング』 – FIREKIDS MAGAZINE,28,14,17,,2026-02-18,2026-04-28,78,C: 統合候補
https://m.firekids.jp/00/2177/,タキメーターとは？タキメーター搭載時計の魅力と活用法 – FIREKIDS MAGAZINE,28,12,19,,2026-02-14,2026-04-20,82,C: 統合候補
https://m.firekids.jp/00/3349/,【高級時計】４０代でオメガは恥ずかしい？大人に似合うオメガの魅力 – FIREKIDS MAGAZINE,28,14,19,,2026-02-13,2026-04-20,83,C: 統合候補
https://m.firekids.jp/00/4685/,腕元のアクセントになるクロノグラフ4選！ – FIREKIDS MAGAZINE,28,13,20,,2026-02-20,2026-05-03,76,C: 統合候補
https://m.firekids.jp/00/4566/,【オーナーインタビュー】　この時計とは“出合い”。いわゆるロレックスっぽさが、まったくないんです – FIREKIDS MAGAZINE,28,13,20,,2026-02-15,2026-05-04,81,C: 統合候補
https://m.firekids.jp/00/694/,連載企画【ロレックスについて3】藤井 翔 副店長編　ロレックスはたんに高級というだけでなく、機能面でも価格の面でも安心感のある腕時計なのだ – FIREKIDS MAGAZINE,28,13,21,,2026-02-07,2026-05-02,89,C: 統合候補
https://m.firekids.jp/00/6574/,パネライの新しいモデルは所有のクラシックヨット要素を加えた独自の一本 – FIREKIDS MAGAZINE,30,14,17,,2026-02-07,2026-05-04,89,C: 統合候補
https://m.firekids.jp/00/941/,【新旧店長対談1】後編 ケース素材の硬さ、パッキンの質、と使用する素材の違いもアンティークウォッチの魅力のひとつ 　野村一成（店長）× 鈴木雄士（顧問） – FIREKIDS MAGAZINE,30,14,19,,2026-02-10,2026-04-29,86,C: 統合候補
https://m.firekids.jp/00/293/,【オーナーインタビュー】服装によって使い分けるのは、シンプルなアンティーク3本～クールジャパントラベル 小山隆司 – FIREKIDS MAGAZINE,30,12,19,,2026-02-06,2026-05-02,90,C: 統合候補
https://m.firekids.jp/00/4511/,UTCとGMT。世界の時間とヴィンテージ時計の関係 – FIREKIDS MAGAZINE,30,15,19,,2026-02-20,2026-04-30,76,C: 統合候補
https://m.firekids.jp/00/708/,【オーナーインタビュー】PRのプロが個人的に選ぶ時計は「マニアになりすぎず、時計の世界に触れていたい 」ものだった〜トランジットジェネラルオフィス 矢部 修　文＝青山 鼓 – FIREKIDS MAGAZINE,30,13,19,,2026-02-07,2026-05-04,89,C: 統合候補
https://m.firekids.jp/00/1022/,レーサー目線で製作された、実用性の高いクロノグラフ、タグ・ホイヤー『カレラ』 – FIREKIDS MAGAZINE,30,15,20,,2026-02-09,2026-05-01,87,C: 統合候補
https://m.firekids.jp/00/6387/,20代で一生ものの時計は必要？未来の自分に贈るヴィンテージ時計 – FIREKIDS MAGAZINE,30,15,20,,2026-02-10,2026-05-04,86,C: 統合候補
https://m.firekids.jp/00/898/,【今月の1本】藤井 翔（副店長）柔らかなフォルムがいい味を出している1969年製のオメガ『シーマスター』。なかでも希少なクロノメーターモデルがオススメ – FIREKIDS MAGAZINE,30,14,21,,2026-02-12,2026-04-19,84,C: 統合候補
https://m.firekids.jp/00/2272/,バーゼルの時計蚤の市で入手したステップ・セコンドの『シェザー／Cal.7400』試作品？ – FIREKIDS MAGAZINE,30,14,21,,2026-02-13,2026-05-04,83,C: 統合候補
http://m.firekids.jp/,FIREKIDS MAGAZINE – ファイアーキッズマガジン,30,15,22,,2026-02-09,2026-05-02,87,C: 統合候補
https://m.firekids.jp/00/1588/,パテックフィリップはなぜ高い？その理由とノーチラスの良さと魅力を解説 – FIREKIDS MAGAZINE,30,12,22,,2026-02-19,2026-04-30,77,C: 統合候補
https://m.firekids.jp/00/3906/,並行輸入品はなぜ安い？ヴィンテージ時計への影響は？ – FIREKIDS MAGAZINE,31,12,18,,2026-02-14,2026-05-01,82,B: 強化候補
https://m.firekids.jp/00/1765/,2023年度版 グランドセイコー 人気ランキング｜国内メンズ時計 – FIREKIDS MAGAZINE,31,14,19,,2026-02-14,2026-04-26,82,B: 強化候補
https://m.firekids.jp/00/6428/,ドレスVSラグスポ？　初入荷の人気ヴィンテージ腕時計2本を紹介 – FIREKIDS MAGAZINE,31,16,22,,2026-02-06,2026-05-02,90,B: 強化候補
https://m.firekids.jp/00/554/,【オーナーインタビュー】新しい出会いを待つ！ロレックスオーナーの時計との向き合い方とは？　〜 SNSクリエイターマネジャー　福圓真人　文＝青山 鼓 – FIREKIDS MAGAZINE,32,11,17,0.0,2026-02-28,2026-04-24,68,B: 強化候補
https://m.firekids.jp/00/5973/,40代男性におすすめのハイブランドのメンズウォッチ – FIREKIDS MAGAZINE,32,16,18,,2026-02-07,2026-04-30,89,B: 強化候補
https://m.firekids.jp/00/3639/,【お洒落対決　時計deバトル】正統派のトラッド男子が選ぶアウター、ピーコートに合わせる – FIREKIDS MAGAZINE,32,16,19,,2026-02-09,2026-05-06,87,B: 強化候補
https://m.firekids.jp/00/4526/,ブランド時計の電池交換はどこでできる？交換のタイミングと費用の目安 – FIREKIDS MAGAZINE,32,15,20,,2026-02-09,2026-04-15,87,B: 強化候補
https://m.firekids.jp/00/2201/,女性に人気の腕時計１０選｜プレゼントに喜ばれるレディース時計 – FIREKIDS MAGAZINE,32,15,20,,2026-02-17,2026-04-26,79,B: 強化候補
https://m.firekids.jp/00/793/,【インスタグラム・ライブ掲載7】2022.7.3　ファイアーキッズでもっとも古い1920年代製！リューズのない腕時計、ハーウッド – FIREKIDS MAGAZINE,32,14,22,,2026-02-08,2026-05-04,88,B: 強化候補
https://m.firekids.jp/00/6625/,ジラール・ペルゴのラグジュアリースポーツ最新作はグリーンとブルー文字盤のモデル – FIREKIDS MAGAZINE,32,16,23,,2026-02-06,2026-05-02,90,B: 強化候補
https://m.firekids.jp/00/617/,【スタッフ対談】野村一成（店長）×松浦祐二郎（新店舗プロジェクトリーダー）編　ロレックスとオメガ。昔はオメガの方が人気があったという理由とは＃4 – FIREKIDS MAGAZINE,32,14,23,,2026-02-18,2026-04-28,78,B: 強化候補
https://m.firekids.jp/00/8531/,ロレックス ヴィンテージ（〜1960年代）の魅力と選び方｜バブルバック・セミバブル・1960年代モデルを年代別に解説 – FIREKIDS MAGAZINE,32,15,24,0.0,2026-05-04,2026-05-06,3,B: 強化候補
https://m.firekids.jp/00/3864/,就活生必見！就活腕時計の選び方とおすすめモデル – FIREKIDS MAGAZINE,34,12,15,,2026-02-18,2026-05-04,78,B: 強化候補
https://m.firekids.jp/00/5294/,40代以上の男性必見。モテるカジュアル高級ヴィンテージ腕時計3選 – FIREKIDS MAGAZINE,34,14,17,,2026-02-06,2026-05-04,90,B: 強化候補
https://m.firekids.jp/00/4170/,250点限定モデルも。ブライトリングが新作「ナビタイマー」と「コスモノート」を発表 – FIREKIDS MAGAZINE,34,15,20,,2026-02-15,2026-05-05,81,B: 強化候補
https://m.firekids.jp/00/647/,【インスタグラム・ライブ掲載16】2022.8.07　スタッフが「自分へのご褒美に」よ選んだ時計3本は、1950年代以前のアラビアインデックスだった – FIREKIDS MAGAZINE,34,14,20,,2026-02-23,2026-04-18,73,B: 強化候補
https://m.firekids.jp/00/2394/,ロレックス『GMTマスター』の独特のコンビケースは根強い人気を誇る – FIREKIDS MAGAZINE,34,16,21,,2026-02-13,2026-04-26,83,B: 強化候補
